# KSL
ID	DOCULECT	CONCEPT	GlossID	Orthography	IPA	Tokens	CogID
1185	H	294_millingproduct	353	örmény	ørmeːɲ	ø r m eː ɲ	353
1186	EAH	294_millingproduct	353	eü̯rmen	ɛwrmɛn	ɛ w r m ɛ n	353
1187	WOT	294_millingproduct	353	ävirmän	ɛvirmɛn	ɛ v i r m ɛ n	353
#
1188	H	295_armenian	354	örmény	ørmeːɲ	ø r m eː ɲ	354
1189	EAH	295_armenian	354	ermeni	ɛrmɛni	ɛ r m ɛ n i	354
1190	WOT	295_armenian	354	ärmäni	ɛrmɛni	ɛ r m ɛ n i	354
#
1191	H	296_eternal	355	örök	ørøk	ø r ø k	355
1192	EAH	296_eternal	355	ürük	yryk	y r y k	355
1193	WOT	296_eternal	355	ürük	yryk	y r y k	355
#
1194	H	297_torejoicetobeglad	356	ör	ør	ø r	356
1195	OH	297_torejoicetobeglad	356	ör	ør	ø r	356
1196	LAH	297_torejoicetobeglad	356	ȫr	øːr	øː r	356
1197	EAH	297_torejoicetobeglad	356	öγir	øɣir	ø ɣ i r	356
1198	WOT	297_torejoicetobeglad	356	öγir	øɣir	ø ɣ i r	356
#
1199	H	298_tobecomemad	357	őrül	øːryl	øː r y l	357
1200	OH	298_tobecomemad	357	eü̯ril	ɛwril	ɛ w r i l	357
1201	EAH	298_tobecomemad	357	evril	ɛvril	ɛ v r i l	357
1202	WOT	298_tobecomemad	357	ävril	ɛvril	ɛ v r i l	357
#
1203	H	299_whirlpooleddy	358	örvény	ørveːɲ	ø r v eː ɲ	358
1204	OH	299_whirlpooleddy	358	ȫr	øːr	øː r	358
1205	LAH	299_whirlpooleddy	358	ewir	ɛwir	ɛ w i r	358
1206	EAH	299_whirlpooleddy	358	eγir	ɛɣir	ɛ ɣ i r	358
1207	WOT	299_whirlpooleddy	358	äγir	ɛɣir	ɛ ɣ i r	358
#
1208	H	299_whirlpooleddy	359	őrém	øːreːm	øː r eː m	359
1209	OH	299_whirlpooleddy	359	eürem	ɛyrɛm	ɛ y r ɛ m	359
1210	EAH	299_whirlpooleddy	359	eγrim	ɛɣrim	ɛ ɣ r i m	359
1211	WOT	299_whirlpooleddy	359	ägirim	ɛɡirim	ɛ ɡ i r i m	359
#
1212	H	299_whirlpooleddy	360	őrém	øːreːm	øː r eː m	360
1213	OH	299_whirlpooleddy	360	eürem	ɛyrɛm	ɛ y r ɛ m	360
1214	EAH	299_whirlpooleddy	360	eγrim	ɛɣrim	ɛ ɣ r i m	360
1215	WOT	299_whirlpooleddy	360	ägrim	ɛɡrim	ɛ ɡ r i m	360
#
1216	H	299_whirlpooleddy	361	örmény	ørmeːɲ	ø r m eː ɲ	361
1217	EAH	299_whirlpooleddy	361	örmen	ørmɛn	ø r m ɛ n	361
1218	WOT	299_whirlpooleddy	361	äγirmän	ɛɣirmɛn	ɛ ɣ i r m ɛ n	361
#
1219	H	299_whirlpooleddy	362	örmény	ørmeːɲ	ø r m eː ɲ	362
1220	EAH	299_whirlpooleddy	362	örmen	ørmɛn	ø r m ɛ n	362
1221	WOT	299_whirlpooleddy	362	ägir	ɛɡir	ɛ ɡ i r	362
#
1222	H	299_whirlpooleddy	363	örmény	ørmeːɲ	ø r m eː ɲ	363
1223	EAH	299_whirlpooleddy	363	örmen	ørmɛn	ø r m ɛ n	363
1224	WOT	299_whirlpooleddy	363	ägir	ɛɡir	ɛ ɡ i r	363
#
1225	H	300_flooddelugestream	364	özön	øzøn	ø z ø n	364
1226	EAH	300_flooddelugestream	364	üzen	yzɛn	y z ɛ n	364
1227	WOT	300_flooddelugestream	364	özän	øzɛn	ø z ɛ n	364
#
1228	H	301_cheese	365	sajt	ʃɒjt	ʃ ɒ j t	365
1229	OH	301_cheese	365	šaχt	ʃaχt	ʃ a χ t	365
1230	EAH	301_cheese	365	čaγt	t͡ʃaɣt	t͡ʃ a ɣ t	365
1231	WOT	301_cheese	365	čïγt	t͡ʃɯɣt	t͡ʃ ɯ ɣ t	365
#
1232	H	301_cheese	366	sajt	ʃɒjt	ʃ ɒ j t	366
1233	OH	301_cheese	366	šaχt	ʃaχt	ʃ a χ t	366
1234	EAH	301_cheese	366	čaγt	t͡ʃaɣt	t͡ʃ a ɣ t	366
1235	WOT	301_cheese	366	čïgït	t͡ʃɯɡɯt	t͡ʃ ɯ ɡ ɯ t	366
#
1236	H	302_mudmarsh	367	sár	ʃaːr	ʃ aː r	367
1237	EAH	302_mudmarsh	367	šar	ʃar	ʃ a r	367
1238	WOT	302_mudmarsh	367	šar	ʃar	ʃ a r	367
#
1239	H	303_yellow	368	sár	ʃaːr	ʃ aː r	368
1240	EAH	303_yellow	368	šari	ʃari	ʃ a r i	368
1241	WOT	303_yellow	368	šarï	ʃarɯ	ʃ a r ɯ	368
#
1242	H	303_yellow	369	sárga	ʃaːrɡɒ	ʃ aː r ɡ ɒ	369
1243	OH	303_yellow	369	šarog	ʃaroɡ	ʃ a r o ɡ	369
1244	EAH	303_yellow	369	šarug	ʃaruɡ	ʃ a r u ɡ	369
1245	WOT	303_yellow	369	šarug	ʃaruɡ	ʃ a r u ɡ	369
#
1246	H	304_dragon	370	sárkány	ʃaːrkaːɲ	ʃ aː r k aː ɲ	370
1247	EAH	304_dragon	370	šārkān	ʃaːrkaːn	ʃ aː r k aː n	370
1248	WOT	304_dragon	370	šarakan	ʃarakan	ʃ a r a k a n	370
#
1249	H	305_sickle	371	sarló	ʃɒrloː	ʃ ɒ r l oː	371
1250	EAH	305_sickle	371	čarlaγ	t͡ʃarlaɣ	t͡ʃ a r l a ɣ	371
1251	WOT	305_sickle	371	čarlaγ	t͡ʃarlaɣ	t͡ʃ a r l a ɣ	371
#
1252	H	306_atypeofwildonionornithogalum	372	sárma	ʃaːrmɒ	ʃ aː r m ɒ	372
1253	EAH	306_atypeofwildonionornithogalum	372	šarmaγ	ʃarmaɣ	ʃ a r m a ɣ	372
1254	WOT	306_atypeofwildonionornithogalum	372	šarmaγ	ʃarmaɣ	ʃ a r m a ɣ	372
#
1255	H	307_footwearsandals	373	saru	ʃɒru	ʃ ɒ r u	373
1256	OH	307_footwearsandals	373	šarū	ʃaruː	ʃ a r uː	373
1257	EAH	307_footwearsandals	373	čaruγ	t͡ʃaruɣ	t͡ʃ a r u ɣ	373
1258	WOT	307_footwearsandals	373	čaruγ	t͡ʃaruɣ	t͡ʃ a r u ɣ	373
#
1259	H	308_tent	374	sátor	ʃaːtor	ʃ aː t o r	374
1260	OH	308_tent	374	šatur	ʃatur	ʃ a t u r	374
1261	EAH	308_tent	374	čatur	t͡ʃatur	t͡ʃ a t u r	374
1262	WOT	308_tent	374	čatur	t͡ʃatur	t͡ʃ a t u r	374
#
1263	H	309_fastquick	375	seb	ʃɛb	ʃ ɛ b	375
1264	EAH	309_fastquick	375	šeb	ʃɛb	ʃ ɛ b	375
1265	WOT	309_fastquick	375	šip	ʃip	ʃ i p	375
#
1266	H	310_tosweeptobroom	376	seper	ʃɛpɛr	ʃ ɛ p ɛ r	376
1267	EAH	310_tosweeptobroom	376	šipir	ʃipir	ʃ i p i r	376
1268	WOT	310_tosweeptobroom	376	šipir	ʃipir	ʃ i p i r	376
#
1269	H	311_broom	377	seprű	ʃɛpryː	ʃ ɛ p r yː	377
1270	EAH	311_broom	377	šipiriγ	ʃipiriɣ	ʃ i p i r i ɣ	377
1271	WOT	311_broom	377	šipiriγ	ʃipiriɣ	ʃ i p i r i ɣ	377
#
1272	H	312_draffleesdregsofwine	378	seprő	ʃɛprøː	ʃ ɛ p r øː	378
1273	OH	312_draffleesdregsofwine	378	čeprȫ	t͡ʃɛprøː	t͡ʃ ɛ p r øː	378
1274	EAH	312_draffleesdregsofwine	378	čöpreγ	t͡ʃøprɛɣ	t͡ʃ ø p r ɛ ɣ	378
1275	WOT	312_draffleesdregsofwine	378	čöpräγ	t͡ʃøprɛɣ	t͡ʃ ø p r ɛ ɣ	378
#
1276	H	312_draffleesdregsofwine	379	seprő	ʃɛprøː	ʃ ɛ p r øː	379
1277	OH	312_draffleesdregsofwine	379	čeprȫ	t͡ʃɛprøː	t͡ʃ ɛ p r øː	379
1278	EAH	312_draffleesdregsofwine	379	čöpreγ	t͡ʃøprɛɣ	t͡ʃ ø p r ɛ ɣ	379
1279	WOT	312_draffleesdregsofwine	379	čöprök	t͡ʃøprøk	t͡ʃ ø p r ø k	379
#
1280	H	313_toinjuretohurt	380	sér	ʃeːr	ʃ eː r	380
1281	EAH	313_toinjuretohurt	380	šir	ʃir	ʃ i r	380
1282	WOT	313_toinjuretohurt	380	šir	ʃir	ʃ i r	380
#
1283	H	314_armytroopscrowd	381	sereg	ʃɛrɛɡ	ʃ ɛ r ɛ ɡ	381
1284	OH	314_armytroopscrowd	381	šerig	ʃɛriɡ	ʃ ɛ r i ɡ	381
1285	EAH	314_armytroopscrowd	381	čärig	t͡ʃɛriɡ	t͡ʃ ɛ r i ɡ	381
1286	WOT	314_armytroopscrowd	381	čärig	t͡ʃɛriɡ	t͡ʃ ɛ r i ɡ	381
#
1287	H	315_anit	382	serke	ʃɛrkɛ	ʃ ɛ r k ɛ	382
1288	EAH	315_anit	382	širke	ʃirkɛ	ʃ i r k ɛ	382
1289	WOT	315_anit	382	širkä	ʃirkɛ	ʃ i r k ɛ	382
#
1290	H	316_cupgoblet	383	serleg	ʃɛrlɛɡ	ʃ ɛ r l ɛ ɡ	383
1291	EAH	316_cupgoblet	383	šerleg	ʃɛrlɛɡ	ʃ ɛ r l ɛ ɡ	383
1292	WOT	316_cupgoblet	383	širlig	ʃirliɡ	ʃ i r l i ɡ	383
#
1293	H	317_bristlesalsoshortsheavesusedtostrengthenathatchedroof	384	sert	ʃɛrt	ʃ ɛ r t	384
1294	OH	317_bristlesalsoshortsheavesusedtostrengthenathatchedroof	384	širte	ʃirtɛ	ʃ i r t ɛ	384
1295	EAH	317_bristlesalsoshortsheavesusedtostrengthenathatchedroof	384	širt	ʃirt	ʃ i r t	384
1296	WOT	317_bristlesalsoshortsheavesusedtostrengthenathatchedroof	384	širt	ʃirt	ʃ i r t	384
#
1297	H	318_evenflatopenwater	385	sík	ʃiːk	ʃ iː k	385
1298	EAH	318_evenflatopenwater	385	šik	ʃik	ʃ i k	385
1299	WOT	318_evenflatopenwater	385	šïk	ʃɯk	ʃ ɯ k	385
#
1300	H	319_smoothsimit	386	sima	ʃimɒ	ʃ i m ɒ	386
1301	EAH	319_smoothsimit	386	šima	ʃima	ʃ i m a	386
1302	WOT	319_smoothsimit	386	šïma	ʃɯma	ʃ ɯ m a	386
#
1303	H	320_runningwaterrunningchannelunderamill	387	sió	ʃioː	ʃ i oː	387
1304	EAH	320_runningwaterrunningchannelunderamill	387	šiu	ʃiu	ʃ i u	387
1305	WOT	320_runningwaterrunningchannelunderamill	387	šiu	ʃiu	ʃ i u	387
#
1306	H	321_springwellbrook	388	sé	ʃeː	ʃ eː	388
1307	OH	321_springwellbrook	388	šīd	ʃiːd	ʃ iː d	388
1308	EAH	321_springwellbrook	388	šiu	ʃiu	ʃ i u	388
1309	WOT	321_springwellbrook	388	šiw	ʃiw	ʃ i w	388
#
1310	H	322_muchmany	389	sok	ʃok	ʃ o k	389
1311	WOT	322_muchmany	389	čok	t͡ʃok	t͡ʃ o k	389
#
1312	H	323_falcon	390	sólyo	ʃoːjo	ʃ oː j o	390
1313	OH	323_falcon	390	šolʹom	ʃojom	ʃ o j o m	390
1314	LAH	323_falcon	390	čawlim	t͡ʃawlim	t͡ʃ a w l i m	390
1315	EAH	323_falcon	390	čavli	t͡ʃavli	t͡ʃ a v l i	390
1316	WOT	323_falcon	390	čavlï	t͡ʃavlɯ	t͡ʃ a v l ɯ	390
#
1317	H	323_falcon	391	sólyo	ʃoːjo	ʃ oː j o	391
1318	OH	323_falcon	391	šolʹom	ʃojom	ʃ o j o m	391
1319	LAH	323_falcon	391	čawlim	t͡ʃawlim	t͡ʃ a w l i m	391
1320	EAH	323_falcon	391	čavli	t͡ʃavli	t͡ʃ a v l i	391
1321	WOT	323_falcon	391	čavlïm	t͡ʃavlɯm	t͡ʃ a v l ɯ m	391
#
1322	H	324_dogwoodtreecornelcornus	392	som	ʃom	ʃ o m	392
1323	OH	324_dogwoodtreecornelcornus	392	šum	ʃum	ʃ u m	392
1324	EAH	324_dogwoodtreecornelcornus	392	čum	t͡ʃum	t͡ʃ u m	392
1325	WOT	324_dogwoodtreecornelcornus	392	čum	t͡ʃum	t͡ʃ u m	392
#
1326	H	324_dogwoodtreecornelcornus	393	somlyó	ʃomjoː	ʃ o m j oː	393
1327	OH	324_dogwoodtreecornelcornus	393	šomlyō	ʃomjoː	ʃ o m j oː	393
1328	EAH	324_dogwoodtreecornelcornus	393	šumluγ	ʃumluɣ	ʃ u m l u ɣ	393
1329	WOT	324_dogwoodtreecornelcornus	393	čumluγ	t͡ʃumluɣ	t͡ʃ u m l u ɣ	393
#
1330	H	325_beer	394	sör	ʃør	ʃ ø r	394
1331	OH	325_beer	394	šer	ʃɛr	ʃ ɛ r	394
1332	EAH	325_beer	394	šere	ʃɛrɛ	ʃ ɛ r ɛ	394
1333	WOT	325_beer	394	šire	ʃirɛ	ʃ i r ɛ	394
#
1334	H	326_sterletsturgeonacipenserstellatusruthenus	395	sőreg	ʃøːrɛɡ	ʃ øː r ɛ ɡ	395
1335	EAH	326_sterletsturgeonacipenserstellatusruthenus	395	ševrege	ʃɛvrɛɡɛ	ʃ ɛ v r ɛ ɡ ɛ	395
1336	WOT	326_sterletsturgeonacipenserstellatusruthenus	395	šivrigey	ʃivriɡɛj	ʃ i v r i ɡ ɛ j	395
#
1337	H	327_pikeperchzanderstizostedionlucioperca	396	süllő	ʃylːøː	ʃ y lː øː	396
1338	OH	327_pikeperchzanderstizostedionlucioperca	396	šilleü	ʃilːɛy	ʃ i lː ɛ y	396
1339	EAH	327_pikeperchzanderstizostedionlucioperca	396	šilleγ	ʃilːɛɣ	ʃ i lː ɛ ɣ	396
1340	WOT	327_pikeperchzanderstizostedionlucioperca	396	šilliγ	ʃilːiɣ	ʃ i lː i ɣ	396
#
1341	H	328_scurvy	397	süly	ʃyj	ʃ y j	397
1342	OH	328_scurvy	397	šǖlʹ	ʃyːj	ʃ yː j	397
1343	EAH	328_scurvy	397	šiγül	ʃiɣyl	ʃ i ɣ y l	397
1344	WOT	328_scurvy	397	šiγül	ʃiɣyl	ʃ i ɣ y l	397
#
1345	H	329_densethickofwoodsorsoup	398	sűrű	ʃyːryː	ʃ yː r yː	398
1346	OH	329_densethickofwoodsorsoup	398	šireü̯	ʃirɛw	ʃ i r ɛ w	398
1347	EAH	329_densethickofwoodsorsoup	398	čireγ	t͡ʃirɛɣ	t͡ʃ i r ɛ ɣ	398
1348	WOT	329_densethickofwoodsorsoup	398	čiräγ	t͡ʃirɛɣ	t͡ʃ i r ɛ ɣ	398
#
1349	H	330_brotherinlaw	399	sű	ʃyː	ʃ yː	399
1350	OH	330_brotherinlaw	399	šiv	ʃiv	ʃ i v	399
1351	EAH	330_brotherinlaw	399	siγ	siɣ	s i ɣ	399
1352	WOT	330_brotherinlaw	399	siγ	siɣ	s i ɣ	399
#
1353	H	330_brotherinlaw	400	süv	ʃyv	ʃ y v	400
1354	OH	330_brotherinlaw	400	šiv	ʃiv	ʃ i v	400
1355	EAH	330_brotherinlaw	400	siγ	siɣ	s i ɣ	400
1356	WOT	330_brotherinlaw	400	siγ	siɣ	s i ɣ	400
#
1357	H	331_mirage	401	szágom	saːɡom	s aː ɡ o m	401
1358	EAH	331_mirage	401	sagum	saɡum	s a ɡ u m	401
1359	WOT	331_mirage	401	sagïm	saɡɯm	s a ɡ ɯ m	401
#
1360	H	332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken	402	szaka	sɒkɒ	s ɒ k ɒ	402
1361	EAH	332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken	402	sakaγ	sakaɣ	s a k a ɣ	402
1362	WOT	332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken	402	sakaγ	sakaɣ	s a k a ɣ	402
#
1363	H	333_beard	403	szakáll	sɒkaːlː	s ɒ k aː lː	403
1364	EAH	333_beard	403	sakal	sakal	s a k a l	403
1365	WOT	333_beard	403	sakal	sakal	s a k a l	403
#
1366	H	334_raft	404	szál	saːl	s aː l	404
1367	EAH	334_raft	404	sal	sal	s a l	404
1368	WOT	334_raft	404	sāl	saːl	s aː l	404
#
1369	H	335_number	405	szám	saːm	s aː m	405
1370	EAH	335_number	405	sam	sam	s a m	405
1371	WOT	335_number	405	sām	saːm	s aː m	405
#
1372	H	336_tohavepityfortoregret	406	szán	saːn	s aː n	406
1373	OH	336_tohavepityfortoregret	406	sān	saːn	s aː n	406
1374	EAH	336_tohavepityfortoregret	406	saγin	saɣin	s a ɣ i n	406
1375	WOT	336_tohavepityfortoregret	406	saγïn	saɣɯn	s a ɣ ɯ n	406
#
1376	H	337_towishtointendsomethingforsomebodysomethingtodevote	407	szán	saːn	s aː n	407
1377	WOT	337_towishtointendsomethingforsomebodysomethingtodevote	407	sān	saːn	s aː n	407
#
1378	H	338_trousseaubox	408	szándok	saːndok	s aː n d o k	408
1379	WOT	338_trousseaubox	408	sanduk	sanduk	s a n d u k	408
#
1380	H	339_bucketwoodenpailwithahandle	409	szapu	sɒpu	s ɒ p u	409
1381	OH	339_bucketwoodenpailwithahandle	409	sapū	sapuː	s a p uː	409
1382	LAH	339_bucketwoodenpailwithahandle	409	sapau̯	sapaw	s a p a w	409
1383	EAH	339_bucketwoodenpailwithahandle	409	sapaγ	sapaɣ	s a p a ɣ	409
1384	WOT	339_bucketwoodenpailwithahandle	409	sapaγ	sapaɣ	s a p a ɣ	409
#
1385	H	340_lightcolouredyellowishpalepartlybald	410	szár	saːr	s aː r	410
1386	EAH	340_lightcolouredyellowishpalepartlybald	410	sar	sar	s a r	410
1387	WOT	340_lightcolouredyellowishpalepartlybald	410	sar	sar	s a r	410
#
1388	H	341_wing	411	szárny	saːrɲ	s aː r ɲ	411
1389	EAH	341_wing	411	śārn	sʲaːrn	sʲ aː r n	411
1390	WOT	341_wing	411	čaγrïn	t͡ʃaɣrɯn	t͡ʃ a ɣ r ɯ n	411
#
1391	H	342_grocergrandhandler	412	szatócs	sɒtoːt͡ʃ	s ɒ t oː t͡ʃ	412
1392	OH	342_grocergrandhandler	412	satōč	satoːt͡ʃ	s a t oː t͡ʃ	412
1393	LAH	342_grocergrandhandler	412	satiwči	satiwt͡ʃi	s a t i w t͡ʃ i	412
1394	EAH	342_grocergrandhandler	412	satiγči	satiɣt͡ʃi	s a t i ɣ t͡ʃ i	412
1395	WOT	342_grocergrandhandler	412	satïγčï	satɯɣt͡ʃɯ	s a t ɯ ɣ t͡ʃ ɯ	412
#
1396	H	343_chairseatbenchthrone	413	szék	seːk	s eː k	413
1397	EAH	343_chairseatbenchthrone	413	sekü	sɛky	s ɛ k y	413
1398	WOT	343_chairseatbenchthrone	413	säkü	sɛky	s ɛ k y	413
#
1399	H	344_wind	414	szél	seːl	s eː l	414
1400	EAH	344_wind	414	sēl	seːl	s eː l	414
1401	WOT	344_wind	414	śēl	sʲeːl	sʲ eː l	414
#
1402	H	345_toslumbertodoze	415	szend	sɛnd	s ɛ n d	415
1403	EAH	345_toslumbertodoze	415	sen	sɛn	s ɛ n	415
1404	WOT	345_toslumbertodoze	415	sender	sɛndɛr	s ɛ n d ɛ r	415
#
1405	H	345_toslumbertodoze	416	szönd	sønd	s ø n d	416
1406	EAH	345_toslumbertodoze	416	sön	søn	s ø n	416
1407	WOT	345_toslumbertodoze	416	sön	søn	s ø n	416
#
1408	H	346_beautiful	417	szép	seːp	s eː p	417
1409	EAH	346_beautiful	417	sip	sip	s i p	417
1410	WOT	346_beautiful	417	sip	sip	s i p	417
#
1411	H	347_frecklesunspotstain	418	szeplő	sɛpløː	s ɛ p l øː	418
1412	EAH	347_frecklesunspotstain	418	sepleγ	sɛplɛɣ	s ɛ p l ɛ ɣ	418
1413	WOT	347_frecklesunspotstain	418	säpliγ	sɛpliɣ	s ɛ p l i ɣ	418
#
1414	H	348_partofavillagestreetgroupofpeoplerowlineorder	419	szer	sɛr	s ɛ r	419
1415	EAH	348_partofavillagestreetgroupofpeoplerowlineorder	419	śer	sʲɛr	sʲ ɛ r	419
1416	WOT	348_partofavillagestreetgroupofpeoplerowlineorder	419	čer	t͡ʃɛr	t͡ʃ ɛ r	419
#
1417	H	349_threshingfloorround	420	szérű	seːryː	s eː r yː	420
1418	EAH	349_threshingfloorround	420	sürüγ	syryɣ	s y r y ɣ	420
1419	WOT	349_threshingfloorround	420	čürüγ	t͡ʃyryɣ	t͡ʃ y r y ɣ	420
#
1420	H	350_fumesvapourspiritsalcoholhumours	421	szesz	sɛs	s ɛ s	421
1421	EAH	350_fumesvapourspiritsalcoholhumours	421	sis	sis	s i s	421
1422	WOT	350_fumesvapourspiritsalcoholhumours	421	sis	sis	s i s	421
#
1423	H	351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething	422	szín	siːn	s iː n	422
1424	EAH	351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething	422	sin	sin	s i n	422
1425	WOT	351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething	422	sin	sin	s i n	422
#
1426	H	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	423	szirony	siroɲ	s i r o ɲ	423
1427	OH	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	423	siron	siron	s i r o n	423
1428	LAH	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	423	sirum	sirum	s i r u m	423
1429	EAH	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	423	siyrum	sijrum	s i j r u m	423
1430	WOT	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	423	sïyrum	sɯjrum	s ɯ j r u m	423
#
1431	H	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	424	szirony	siroɲ	s i r o ɲ	424
1432	OH	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	424	sirom	sirom	s i r o m	424
1433	LAH	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	424	sirum	sirum	s i r u m	424
1434	EAH	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	424	siyrum	sijrum	s i j r u m	424
1435	WOT	352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow	424	sïyrum	sɯjrum	s ɯ j r u m	424
#
1436	H	353_rockcliffocciputcrestofmountain	425	szirt	sirt	s i r t	425
1437	WOT	353_rockcliffocciputcrestofmountain	425	sïrt	sɯrt	s ɯ r t	425
#
1438	H	354_word	426	szó	soː	s oː	426
1439	EAH	354_word	426	saw	saw	s a w	426
1440	WOT	354_word	426	sav	sav	s a v	426
#
1441	H	355_akindoffalconpielfalcusgyrfalco	427	szongor	soŋɡor	s o ŋ ɡ o r	427
1442	EAH	355_akindoffalconpielfalcusgyrfalco	427	sonkor	sonkor	s o n k o r	427
1443	WOT	355_akindoffalconpielfalcusgyrfalco	427	soŋkur	soŋkur	s o ŋ k u r	427
#
1444	H	356_tospreadtoscattertowinnow	428	szór	soːr	s oː r	428
1445	EAH	356_tospreadtoscattertowinnow	428	sawur	sawur	s a w u r	428
1446	WOT	356_tospreadtoscattertowinnow	428	sawur	sawur	s a w u r	428
#
1447	H	357_grasshopper	429	szöcsk	søt͡ʃk	s ø t͡ʃ k	429
1448	OH	357_grasshopper	429	sökče	søkt͡ʃɛ	s ø k t͡ʃ ɛ	429
1449	LAH	357_grasshopper	429	sökśȫ	søksʲøː	s ø k sʲ øː	429
1450	EAH	357_grasshopper	429	sek	sɛk	s ɛ k	429
1451	WOT	357_grasshopper	429	sek	sɛk	s ɛ k	429
#
1452	H	358_toleaptojumptoescapetoflee	430	szök	søk	s ø k	430
1453	OH	358_toleaptojumptoescapetoflee	430	sök	søk	s ø k	430
1454	EAH	358_toleaptojumptoescapetoflee	430	sek	sɛk	s ɛ k	430
1455	WOT	358_toleaptojumptoescapetoflee	430	sek	sɛk	s ɛ k	430
#
1456	H	359_grapewinegrapevitisvinifer	431	szőlő	søːløː	s øː l øː	431
1457	OH	359_grapewinegrapevitisvinifer	431	seleγ	sɛlɛɣ	s ɛ l ɛ ɣ	431
1458	EAH	359_grapewinegrapevitisvinifer	431	śeleγ	sʲɛlɛɣ	sʲ ɛ l ɛ ɣ	431
1459	WOT	359_grapewinegrapevitisvinifer	431	čeleγ	t͡ʃɛlɛɣ	t͡ʃ ɛ l ɛ ɣ	431
#
1460	H	359_grapewinegrapevitisvinifer	432	szöllő	sølːøː	s ø lː øː	432
1461	OH	359_grapewinegrapevitisvinifer	432	selleγ	sɛlːɛɣ	s ɛ lː ɛ ɣ	432
1462	EAH	359_grapewinegrapevitisvinifer	432	śeleγ	sʲɛlɛɣ	sʲ ɛ l ɛ ɣ	432
1463	WOT	359_grapewinegrapevitisvinifer	432	čeleγ	t͡ʃɛlɛɣ	t͡ʃ ɛ l ɛ ɣ	432
#
1464	H	360_mosquitognatculexpipens	433	szúnyog	suːɲoɡ	s uː ɲ o ɡ	433
1465	OH	360_mosquitognatculexpipens	433	sunug	sunuɡ	s u n u ɡ	433
1466	EAH	360_mosquitognatculexpipens	433	sinuk	sinuk	s i n u k	433
1467	WOT	360_mosquitognatculexpipens	433	siŋuk	siŋuk	s i ŋ u k	433
#
1468	H	361_furrier	434	szűcs	syːt͡ʃ	s yː t͡ʃ	434
1469	OH	361_furrier	434	seü̯či	sɛwt͡ʃi	s ɛ w t͡ʃ i	434
1470	LAH	361_furrier	434	siwči	siwt͡ʃi	s i w t͡ʃ i	434
1471	EAH	361_furrier	434	śiγči	sʲiɣt͡ʃi	sʲ i ɣ t͡ʃ i	434
1472	WOT	361_furrier	434	čiγči	t͡ʃiɣt͡ʃi	t͡ʃ i ɣ t͡ʃ i	434
#
1473	H	362_toceasetostop	435	szűn	syːn	s yː n	435
1474	OH	362_toceasetostop	435	sün	syn	s y n	435
1475	EAH	362_toceasetostop	435	sön	søn	s ø n	435
1476	WOT	362_toceasetostop	435	sön	søn	s ø n	435
#
1477	H	363_tostraintofilter	436	szűr	syːr	s yː r	436
1478	EAH	363_tostraintofilter	436	sür	syr	s y r	436
1479	WOT	363_tostraintofilter	436	sür	syr	s y r	436
#
1480	H	364_virginpure	437	szűz	syːz	s yː z	437
1481	OH	364_virginpure	437	süz	syz	s y z	437
1482	EAH	364_virginpure	437	süzök	syzøk	s y z ø k	437
1483	WOT	364_virginpure	437	süzök	syzøk	s y z ø k	437
#
1484	H	365_sorcerermedicineman	438	táltos	taːltoʃ	t aː l t o ʃ	438
1485	OH	365_sorcerermedicineman	438	taltuš	taltuʃ	t a l t u ʃ	438
1486	EAH	365_sorcerermedicineman	438	taltuči	taltut͡ʃi	t a l t u t͡ʃ i	438
1487	WOT	365_sorcerermedicineman	438	taltučï	taltut͡ʃɯ	t a l t u t͡ʃ ɯ	438
#
1488	H	366_advicecouncil	439	tanács	tɒnaːt͡ʃ	t ɒ n aː t͡ʃ	439
1489	EAH	366_advicecouncil	439	tanilč	tanilt͡ʃ	t a n i l t͡ʃ	439
1490	WOT	366_advicecouncil	439	tanïlč	tanɯlt͡ʃ	t a n ɯ l t͡ʃ	439
#
1491	H	367_witness	440	tanú	tɒnuː	t ɒ n uː	440
1492	EAH	367_witness	440	tanu	tanu	t a n u	440
1493	WOT	367_witness	440	tanuγ	tanuɣ	t a n u ɣ	440
#
