ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE
1626	LAH	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	tǖr	tǖr	t yː r	
1627	EAH	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	tüγür	tüγür	t y ɣ y r	
1628	WOT	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	töγür	töγür	t ø ɣ y r	
713	H	to catch fire, be kindled, to be ignited	gyúl	gyúl	ɟ uː l	
714	EAH	to catch fire, be kindled, to be ignited	ǰul	ǰul	d͡ʒʲ u l	
715	WOT	to catch fire, be kindled, to be ignited	ǰul	ǰul	d͡ʒʲ u l	
1474	H	to cease, to stop	szűnik	szűnik	s yː n i k	
1475	OH	to cease, to stop	sün	sün	s y n	
1476	EAH	to cease, to stop	sön	sön	s ø n	
1477	WOT	to cease, to stop	sön	sön	s ø n	
723	H	to collect,gather something	gyűjt	gyűjt	ɟ yː j t	
724	EAH	to collect,gather something	dʹǖl	dʹǖl	ɟ yː l	
725	WOT	to collect,gather something	ǰiγil	ǰiγil	d͡ʒʲ i ɣ i l	
688	H	to confess (sins)	gyón	gyón	ɟ oː n	For 'gyovon' see headword GYÓN
689	OH	to confess (sins)	dʹun	dʹun	ɟ u n	For 'gyovon' see headword GYÓN
690	EAH	to confess (sins)	ǰūn	ǰūn	d͡ʒʲ uː n	For 'gyovon' see headword GYÓN
691	WOT	to confess (sins)	ǰūn	ǰūn	d͡ʒʲ uː n	For 'gyovon' see headword GYÓN
692	H	to confess (sins)	gyovon	gyovon	ɟ o v o n	For 'gyovon' see headword GYÓN
693	OH	to confess (sins)	dʹuvun	dʹuvun	ɟ u v u n	For 'gyovon' see headword GYÓN
694	EAH	to confess (sins)	ǰuvun	ǰuvun	d͡ʒʲ u v u n	For 'gyovon' see headword GYÓN
695	WOT	to confess (sins)	ǰuvun	ǰuvun	d͡ʒʲ u v u n	For 'gyovon' see headword GYÓN
709	H	to conquer (somebody, something), triumph (over somebody, something), gain victory	győz	győz	ɟ øː z	
710	OH	to conquer (somebody, something), triumph (over somebody, something), gain victory	dʹēz	dʹēz	ɟ eː z	
711	EAH	to conquer (somebody, something), triumph (over somebody, something), gain victory	ǰeγüz	ǰeγüz	d͡ʒʲ ɛ ɣ y z	
712	WOT	to conquer (somebody, something), triumph (over somebody, something), gain victory	ǰäγüz	ǰäγüz	d͡ʒʲ ɛ ɣ y z	
212	H	to cover, to overturn	borít	borít	b o r iː t	
213	EAH	to cover, to overturn	bor	bor	b o r	
214	WOT	to cover, to overturn	bur	bur	b u r	
55	H	to decay, putrefy, go bad (of food, water)	árik	árik	aː r i k	
56	EAH	to decay, putrefy, go bad (of food, water)	ār	ār	aː r	
57	WOT	to decay, putrefy, go bad (of food, water)	ar	ar	a r	
42	H	to decay, putrify, turn stale	áporodik	áporodik	aː p o r o d i k	
43	EAH	to decay, putrify, turn stale	oporo	oporo	o p o r o	
44	WOT	to decay, putrify, turn stale	opura	opura	o p u r a	
1669	H	to endure, suffer, bear, stand	tűr	tűr	t yː r	
1670	EAH	to endure, suffer, bear, stand	tür	tür	t y r	
1671	WOT	to endure, suffer, bear, stand	tör	tör	t ø r	
110	H	to estimate, to esteem, to appreciate	bëcsül	bëcsül	b e t͡ʃ y l	
111	EAH	to estimate, to esteem, to appreciate	bečel	bečel	b ɛ t͡ʃ ɛ l	
112	WOT	to estimate, to esteem, to appreciate	bičil	bičil	b i t͡ʃ i l	
1495	H	to feed, to nourish	táplál	táplál	t aː p l aː l	
1496	OH	to feed, to nourish	tāplā	tāplā	t aː p l aː	
1497	EAH	to feed, to nourish	taplaγ	taplaγ	t a p l a ɣ	
1498	WOT	to feed, to nourish	taplaγ	taplaγ	t a p l a ɣ	
9	H	to fondle, pet, caress	ajnároz	ajnároz	ɒ j n aː r o z	
10	EAH	to fondle, pet, caress	ayan	ayan	a j a n	
11	WOT	to fondle, pet, caress	ayan	ayan	a j a n	
173	H	to forgive	bocsát	bocsát	b o t͡ʃ aː t	
174	OH	to forgive	bulšat	bulšat	b u l ʃ a t	
175	EAH	to forgive	bulčat	bulčat	b u l t͡ʃ a t	
176	WOT	to forgive	bolčat	bolčat	b o l t͡ʃ a t	
104	H	to fuck	baszik	baszik	b ɒ s i k	
105	EAH	to fuck	bas	bas	b a s	
106	WOT	to fuck	bas	bas	b a s	
810	H	to glow, be hot	izzik	izzik	i zː i k	
811	OH	to glow, be hot	izi	izi	i z i	
812	EAH	to glow, be hot	isi	isi	i s i	
813	WOT	to glow, be hot	ïsï	ïsï	ɯ s ɯ	
1082	H	to greet, to thank	köszön	köszön	k ø s ø n	
1083	EAH	to greet, to thank	küsen	küsen	k y s ɛ n	
1084	WOT	to greet, to thank	küsän	küsän	k y s ɛ n	
1183	H	to grind, mill	őr	őr	øː r	
1184	EAH	to grind, mill	evir	evir	ɛ v i r	
1185	WOT	to grind, mill	ävir	ävir	ɛ v i r	
1637	H	to happen, to occur	történik	történik	t ø r t eː n i k	
1638	OH	to happen, to occur	törtēn	törtēn	t ø r t eː n	
1639	EAH	to happen, to occur	törtün	törtün	t ø r t y n	
1640	WOT	to happen, to occur	törütün	törütün	t ø r y t y n	
58	H	to harm	árt	árt	aː r t	
59	EAH	to harm	ārtat	ārtat	aː r t a t	
60	WOT	to harm	artat	artat	a r t a t	
726	H	to hate	gyűlöl	gyűlöl	ɟ yː l ø l	
727	OH	to hate	dʹǖle	dʹǖle	ɟ yː l ɛ	
728	LAH	to hate	dʹeü̯le	dʹeü̯le	ɟ ɛ w l ɛ	
729	EAH	to hate	ǰeγile	ǰeγile	d͡ʒʲ ɛ ɣ i l ɛ	
730	WOT	to hate	ǰägilä	ǰägilä	d͡ʒʲ ɛ ɡ i l ɛ	
1373	H	to have pity for, to regret	szán	szán	s aː n	
1374	OH	to have pity for, to regret	sān	sān	s aː n	
1375	EAH	to have pity for, to regret	saγin	saγin	s a ɣ i n	
1376	WOT	to have pity for, to regret	saγïn	saγïn	s a ɣ ɯ n	
1513	H	to hold, carry; to last, visszatart	tart	tart	t ɒ r t	
1514	EAH	to hold, carry; to last, visszatart	tart	tart	t a r t	
1515	WOT	to hold, carry; to last, visszatart	tart	tart	t a r t	
1728	H	to hollow out, to scoop out	váj	váj	v aː j	
1729	EAH	to hollow out, to scoop out	vay	vay	v a j	
1730	WOT	to hollow out, to scoop out	vay	vay	v a j	
626	H	to increase, to put on weight, to grow stronger	gyarapodik	gyarapodik	ɟ ɒ r ɒ p o d i k	
627	OH	to increase, to put on weight, to grow stronger	dʹåråp	dʹåråp	ɟ ɒ r ɒ p	
628	LAH	to increase, to put on weight, to grow stronger	ǰarap	ǰarap	d͡ʒʲ a r a p	
629	EAH	to increase, to put on weight, to grow stronger	ǰarpa	ǰarpa	d͡ʒʲ a r p a	
630	WOT	to increase, to put on weight, to grow stronger	ǰarpa	ǰarpa	d͡ʒʲ a r p a	
631	H	to increase, to put on weight, to grow stronger	gyarapszik	gyarapszik	ɟ ɒ r ɒ p s i k	
632	OH	to increase, to put on weight, to grow stronger	dʹåråp	dʹåråp	ɟ ɒ r ɒ p	
633	LAH	to increase, to put on weight, to grow stronger	ǰarap	ǰarap	d͡ʒʲ a r a p	
634	EAH	to increase, to put on weight, to grow stronger	ǰarpa	ǰarpa	d͡ʒʲ a r p a	
635	WOT	to increase, to put on weight, to grow stronger	ǰarpa	ǰarpa	d͡ʒʲ a r p a	
1281	H	to injure, to hurt	sér	sér	ʃ eː r	
1282	EAH	to injure, to hurt	šir	šir	ʃ i r	
1283	WOT	to injure, to hurt	šir	šir	ʃ i r	
716	H	to knead, pug	gyúr	gyúr	ɟ uː r	
717	EAH	to knead, pug	ǰuγur	ǰuγur	d͡ʒʲ u ɣ u r	
718	WOT	to knead, pug	ǰuγur	ǰuγur	d͡ʒʲ u ɣ u r	
1574	H	to lay eggs	tojik	tojik	t o j i k	
1575	OH	to lay eggs	tuik	tuik	t u i k	
1576	LAH	to lay eggs	tuγik	tuγik	t u ɣ i k	
1577	EAH	to lay eggs	tuγ	tuγ	t u ɣ	
1578	WOT	to lay eggs	tuγ	tuγ	t u ɣ	
1579	H	to lay eggs	tojik	tojik	t o j i k	
1580	OH	to lay eggs	tuik	tuik	t u i k	
1581	LAH	to lay eggs	tuγik	tuγik	t u ɣ i k	
1582	EAH	to lay eggs	tuγ	tuγ	t u ɣ	
1583	WOT	to lay eggs	toγ	toγ	t o ɣ	
512	H	to lean, topple over, stream down	dől	dől	d øː l	
513	OH	to lean, topple over, stream down	dǖl	dǖl	d yː l	
514	EAH	to lean, topple over, stream down	dül	dül	d y l	
515	WOT	to lean, topple over, stream down	tül	tül	t y l	
516	H	to lean, topple over, stream down	dől	dől	d øː l	
517	OH	to lean, topple over, stream down	dǖl	dǖl	d yː l	
518	EAH	to lean, topple over, stream down	dül	dül	d y l	
519	WOT	to lean, topple over, stream down	dül	dül	d y l	
1453	H	to leap, to jump, to escape, to flee	szökik	szökik	s ø k i k	
1454	OH	to leap, to jump, to escape, to flee	sök	sök	s ø k	
1455	EAH	to leap, to jump, to escape, to flee	sek	sek	s ɛ k	
1456	WOT	to leap, to jump, to escape, to flee	sek	sek	s ɛ k	
49	H	to mow	arat	arat	ɒ r ɒ t	
50	EAH	to mow	orat	orat	o r a t	
51	WOT	to mow	orat	orat	o r a t	
52	H	to mow	arat	arat	ɒ r ɒ t	
53	EAH	to mow	orat	orat	o r a t	
54	WOT	to mow	or	or	o r	
38	H	to nurse, take care of	ápol	ápol	aː p o l	
39	OH	to nurse, take care of	apol	apol	a p o l	
40	EAH	to nurse, take care of	op	op	o p	
41	WOT	to nurse, take care of	op	op	o p	
1597	H	to pile up, to become blocked	torlódik	torlódik	t o r l oː d i k	
1598	OH	to pile up, to become blocked	torol	torol	t o r o l	
1599	LAH	to pile up, to become blocked	toro	toro	t o r o	
1600	EAH	to pile up, to become blocked	toro	toro	t o r o	
1601	WOT	to pile up, to become blocked	turo	turo	t u r o	
1602	H	to pile up, to become blocked	torlik	torlik	t o r l i k	
1603	OH	to pile up, to become blocked	torol	torol	t o r o l	
1604	LAH	to pile up, to become blocked	toro	toro	t o r o	
1605	EAH	to pile up, to become blocked	toro	toro	t o r o	
1606	WOT	to pile up, to become blocked	turo	turo	t u r o	
1748	H	to plait, to lay the rope	ver	ver	v ɛ r	
1749	WOT	to plait, to lay the rope	ver	ver	v ɛ r	
640	H	to produce, build, fabricate	gyárt	gyárt	ɟ aː r t	
641	OH	to produce, build, fabricate	dʹarat	dʹarat	ɟ a r a t	
642	EAH	to produce, build, fabricate	ǰarat	ǰarat	d͡ʒʲ a r a t	
643	WOT	to produce, build, fabricate	ǰarat	ǰarat	d͡ʒʲ a r a t	
540	H	to propitiate	engesztel	engesztel	ɛ n ɡ ɛ s t ɛ l	
541	EAH	to propitiate	eng	eng	ɛ n ɡ	
542	WOT	to propitiate	äŋ	äŋ	ɛ ŋ	
1686	H	to refresh oneself, to rest, to become cured	üdül	üdül	y d y l	
1687	OH	to refresh oneself, to rest, to become cured	idül	idül	i d y l	
1688	LAH	to refresh oneself, to rest, to become cured	edül	edül	ɛ d y l	
1689	EAH	to refresh oneself, to rest, to become cured	edü	edü	ɛ d y	
1690	WOT	to refresh oneself, to rest, to become cured	edü	edü	ɛ d y	
90	H	to regret, to be sorry	bán	bán	b aː n	
91	EAH	to regret, to be sorry	baγin	baγin	b a ɣ i n	
92	WOT	to regret, to be sorry	bagïn	bagïn	b a ɡ ɯ n	
1195	H	to rejoice, to be glad	örül	örül	ø r y l	
1196	OH	to rejoice, to be glad	ör	ör	ø r	
1197	LAH	to rejoice, to be glad	ȫr	ȫr	øː r	
1198	EAH	to rejoice, to be glad	öγir	öγir	ø ɣ i r	
1199	WOT	to rejoice, to be glad	öγir	öγir	ø ɣ i r	
1672	H	to roll up (a scroll or ones sleeves)	tűr	tűr	t yː r	
1673	EAH	to roll up (a scroll or ones sleeves)	tür	tür	t y r	
1674	WOT	to roll up (a scroll or ones sleeves)	tür	tür	t y r	
917	H	to ruminate (of bovines)	kérődzik	kérődzik	k eː r øː d͡z i k	
918	EAH	to ruminate (of bovines)	kēr	kēr	k eː r	
919	WOT	to ruminate (of bovines)	käwir	käwir	k ɛ v i r	
1403	H	to slumber, to doze	szender	szender	s ɛ n d ɛ r	
1404	EAH	to slumber, to doze	sen	sen	s ɛ n	
1405	WOT	to slumber, to doze	sender	sender	s ɛ n d ɛ r	
1406	H	to slumber, to doze	szöndör	szöndör	s ø n d ø r	
1407	EAH	to slumber, to doze	sön	sön	s ø n	
1408	WOT	to slumber, to doze	sön	sön	s ø n	
1445	H	to spread, to scatter, to winnow	szór	szór	s oː r	
1446	EAH	to spread, to scatter, to winnow	sawur	sawur	s a v u r	
1447	WOT	to spread, to scatter, to winnow	sawur	sawur	s a v u r	
520	H	to squeeze, to thrust into	dug	dug	d u ɡ	
521	EAH	to squeeze, to thrust into	dïg	dïg	d ɯ ɡ	
522	WOT	to squeeze, to thrust into	dïg	dïg	d ɯ ɡ	
523	H	to squeeze, to thrust into	dug	dug	d u ɡ	
524	EAH	to squeeze, to thrust into	dïg	dïg	d ɯ ɡ	
525	WOT	to squeeze, to thrust into	tïk	tïk	t ɯ k	
1172	H	to stitch, to put on a dress	ölt	ölt	ø l t	
1173	EAH	to stitch, to put on a dress	ilt	ilt	i l t	
1174	WOT	to stitch, to put on a dress	ilt	ilt	i l t	
1478	H	to strain, to filter	szűr	szűr	s yː r	
1479	EAH	to strain, to filter	sür	sür	s y r	
1480	WOT	to strain, to filter	sür	sür	s y r	
792	H	to suit something, to be proper, to fit into	illik	illik	i lː i k	
793	EAH	to suit something, to be proper, to fit into	il	il	i l	
794	WOT	to suit something, to be proper, to fit into	il	il	i l	
1267	H	to sweep, to broom	seper	seper	ʃ ɛ p ɛ r	
1268	EAH	to sweep, to broom	šipir	šipir	ʃ i p i r	
1269	WOT	to sweep, to broom	šipir	šipir	ʃ i p i r	
1179	H	to take root, to grow stronger (plant, animal)	önik	önik	ø n i k	
1180	OH	to take root, to grow stronger (plant, animal)	ön	ön	ø n	
1181	EAH	to take root, to grow stronger (plant, animal)	ün	ün	y n	
1182	WOT	to take root, to grow stronger (plant, animal)	ǖn	ǖn	yː n	
1119	H	to teach	oktat	oktat	o k t ɒ t	See headword OK in original (nested entry).
1120	OH	to teach	ok	ok	o k	See headword OK in original (nested entry).
1121	EAH	to teach	uk	uk	u k	See headword OK in original (nested entry).
1122	WOT	to teach	uk	uk	u k	See headword OK in original (nested entry).
556	H	to tire, lose vitality, slacken, relax	ernyed	ernyed	ɛ r ɲ ɛ d	
557	EAH	to tire, lose vitality, slacken, relax	erin	erin	ɛ r i n	
558	WOT	to tire, lose vitality, slacken, relax	ärin	ärin	ɛ r i n	
705	H	to torture, to make suffer	gyötör	gyötör	ɟ ø t ø r	
706	OH	to torture, to make suffer	ǰütür	ǰütür	d͡ʒʲ y t y r	
707	EAH	to torture, to make suffer	ǰitür	ǰitür	d͡ʒʲ i t y r	
708	WOT	to torture, to make suffer	ǰitür	ǰitür	d͡ʒʲ i t y r	
1550	H	to turn, to change the original direction	térül	térül	t eː r y l	
1551	OH	to turn, to change the original direction	tēr	tēr	t eː r	
1552	EAH	to turn, to change the original direction	tevir	tevir	t ɛ v i r	
1553	WOT	to turn, to change the original direction	tävir	tävir	t ɛ v i r	
1554	H	to turn, to change the original direction	térít	térít	t eː r iː t	
1555	OH	to turn, to change the original direction	tēr	tēr	t eː r	
1556	EAH	to turn, to change the original direction	tevir	tevir	t ɛ v i r	
1557	WOT	to turn, to change the original direction	tävir	tävir	t ɛ v i r	
1540	H	to vegetate, to linger in misery	tengődik	tengődik	t ɛ n ɡ øː d i k	
1541	OH	to vegetate, to linger in misery	teng	teng	t ɛ n ɡ	
1542	EAH	to vegetate, to linger in misery	teng	teng	t ɛ n ɡ	
1543	WOT	to vegetate, to linger in misery	täŋ	täŋ	t ɛ ŋ	
1527	H	to wind something round, to twist	teker	teker	t ɛ k ɛ r	
1528	EAH	to wind something round, to twist	teker	teker	t ɛ k ɛ r	
1529	WOT	to wind something round, to twist	täkir	täkir	t ɛ k i r	
476	H	to wind, to turn, to distrort, misinterpret, to spin a yarn	csűr	csűr	t͡ʃ yː r	
477	EAH	to wind, to turn, to distrort, misinterpret, to spin a yarn	čevür	čevür	t͡ʃ ɛ v y r	
478	WOT	to wind, to turn, to distrort, misinterpret, to spin a yarn	čäwür	čäwür	t͡ʃ ɛ v y r	
1377	H	to wish, to intend something for somebody/something, to devote	szán	szán	s aː n	
1378	WOT	to wish, to intend something for somebody/something, to devote	sān	sān	s aː n	
803	H	to write	ír	ír	iː r	
804	EAH	to write	ir	ir	i r	
805	WOT	to write	ïr	ïr	ɯ r	
994	H	tomb, small hill, elevated, dry place in a marsh	korhány	korhány	k o r h aː ɲ	
995	EAH	tomb, small hill, elevated, dry place in a marsh	korγan	korγan	k o r ɣ a n	
996	WOT	tomb, small hill, elevated, dry place in a marsh	korγan	korγan	k o r ɣ a n	
850	H	trap, snare	kaptány	kaptány	k ɒ p t aː ɲ	
851	OH	trap, snare	kåpkāń	kåpkāń	k ɒ p k aː ɲ	
852	EAH	trap, snare	kapkan	kapkan	k a p k a n	
853	WOT	trap, snare	kapkan	kapkan	k a p k a n	
335	H	trap; snare (for catching birds); bird cage	csigle	csigle	t͡ʃ i ɡ l ɛ	see headword CIGLE in original source (nested entry)
336	EAH	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
337	WOT	trap; snare (for catching birds); bird cage	čiklä	čiklä	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
338	H	trap; snare (for catching birds); bird cage	csekle	csekle	t͡ʃ ɛ k l ɛ	see headword CIGLE in original source (nested entry)
339	EAH	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
340	WOT	trap; snare (for catching birds); bird cage	čiklä	čiklä	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
341	H	trap; snare (for catching birds); bird cage	cseklye	cseklye	t͡ʃ ɛ k j ɛ	see headword CIGLE in original source (nested entry)
342	EAH	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
343	WOT	trap; snare (for catching birds); bird cage	čiklä	čiklä	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
344	H	trap; snare (for catching birds); bird cage	csikle	csikle	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
345	EAH	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
346	WOT	trap; snare (for catching birds); bird cage	čiklä	čiklä	t͡ʃ i k l ɛ	see headword CIGLE in original source (nested entry)
1731	H	trough, tray	vályú	vályú	v aː j uː	
1732	OH	trough, tray	valʹū	valʹū	v a j uː	
1733	LAH	trough, tray	vālū	vālū	v aː l uː	
1734	EAH	trough, tray	valaγ	valaγ	v a l a ɣ	
1735	WOT	trough, tray	valaγ	valaγ	v a l a ɣ	
1530	H	trough, wash tub, hutch	teknő	teknő	t ɛ k n øː	
1531	OH	trough, wash tub, hutch	tekenȫ	tekenȫ	t ɛ k ɛ n øː	
1532	EAH	trough, wash tub, hutch	tekeneγ	tekeneγ	t ɛ k ɛ n ɛ ɣ	
1533	WOT	trough, wash tub, hutch	täkänäγ	täkänäγ	t ɛ k ɛ n ɛ ɣ	
1379	H	trousseau box	szándok	szándok	s aː n d o k	
1380	WOT	trousseau box	sanduk	sanduk	s a n d u k	
900	H	trousseau, dowry, gift given with the bride or bridegroom	kelengye	kelengye	k ɛ l ɛ n ɟ ɛ	
901	OH	trousseau, dowry, gift given with the bride or bridegroom	kelinǰe	kelinǰe	k ɛ l i n d͡ʒʲ ɛ	
902	EAH	trousseau, dowry, gift given with the bride or bridegroom	kälinčäγ	kälinčäγ	k ɛ l i n t͡ʃ ɛ ɣ	
903	WOT	trousseau, dowry, gift given with the bride or bridegroom	kälinčäγ	kälinčäγ	k ɛ l i n t͡ʃ ɛ ɣ	
786	H	twin	iker	iker	i k ɛ r	
787	EAH	twin	ikir	ikir	i k i r	
788	WOT	twin	ikir	ikir	i k i r	
1361	H	uvula, the recurved point of a fishing hook or a lance, red wattle on a chicken	szaka	szaka	s ɒ k ɒ	
1362	EAH	uvula, the recurved point of a fishing hook or a lance, red wattle on a chicken	sakaγ	sakaγ	s a k a ɣ	
1363	WOT	uvula, the recurved point of a fishing hook or a lance, red wattle on a chicken	sakaγ	sakaγ	s a k a ɣ	
100	H	velvet	bársony	bársony	b aː r ʃ o ɲ	
101	OH	velvet	baršun	baršun	b a r ʃ u n	
102	EAH	velvet	barčun	barčun	b a r t͡ʃ u n	
103	WOT	velvet	barčun	barčun	b a r t͡ʃ u n	
1481	H	virgin, pure	szűz	szűz	s yː z	
1482	OH	virgin, pure	süz	süz	s y z	
1483	EAH	virgin, pure	süzök	süzök	s y z ø k	
1484	WOT	virgin, pure	süzök	süzök	s y z ø k	
927	H	vulture, Vultur	keselyű	keselyű	k ɛ ʃ ɛ j yː	
928	OH	vulture, Vultur	kešeleü̯	kešeleü̯	k ɛ ʃ ɛ l ɛ w	
929	EAH	vulture, Vultur	küčeleγ	küčeleγ	k y t͡ʃ ɛ l ɛ ɣ	
930	WOT	vulture, Vultur	küčäläγ	küčäläγ	k y t͡ʃ ɛ l ɛ ɣ	
126	H	wage, rent	bér	bér	b eː r	
127	EAH	wage, rent	bērü	bērü	b eː r y	
128	WOT	wage, rent	berü	berü	b ɛ r y	
651	H	weak, feeble	gyënge	gyënge	ɟ e n ɡ ɛ	
652	EAH	weak, feeble	ǰenge	ǰenge	d͡ʒʲ ɛ n ɡ ɛ	
653	WOT	weak, feeble	ǰeŋi	ǰeŋi	d͡ʒʲ ɛ ŋ i	
532	H	wedge	ék	ék	eː k	
533	WOT	wedge	ēk	ēk	eː k	
581	H	weed	gaz	gaz	ɡ ɒ z	
582	OH	weed	kāz	kāz	k aː z	
583	EAH	weed	kaγzu	kaγzu	k a ɣ z u	
584	WOT	weed	kaγδu	kaγδu	k a ɣ ð u	
681	H	weed	gyom	gyom	ɟ o m	
682	EAH	weed	ǰom	ǰom	d͡ʒʲ o m	
683	WOT	weed	ǰom	ǰom	d͡ʒʲ o m	
1715	H	wether, sheep	ürü	ürü	y r y	
1716	OH	wether, sheep	irǖ	irǖ	i r yː	
1717	EAH	wether, sheep	iriγ	iriγ	i r i ɣ	
1718	WOT	wether, sheep	iriγ	iriγ	i r i ɣ	
312	H	wheat, Triticum	búza	búza	b uː z ɒ	
313	OH	wheat, Triticum	būza	būza	b uː z a	
314	EAH	wheat, Triticum	buγzai	buγzai	b u ɣ z a i	
315	WOT	wheat, Triticum	buγδay	buγδay	b u ɣ ð a j	
836	H	whip, lash	kamcsi	kamcsi	k ɒ m t͡ʃ i	
837	H	whip, lash	kamsi	kamsi	k ɒ m ʃ i	
838	H	whip, lash	kamzsi	kamzsi	k ɒ m ʒ i	
1204	H	whirlpool, eddy	örvény	örvény	ø r v eː ɲ	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1205	OH	whirlpool, eddy	ȫr	ȫr	øː r	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1206	LAH	whirlpool, eddy	ewir	ewir	ɛ v i r	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1207	EAH	whirlpool, eddy	eγir	eγir	ɛ ɣ i r	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1208	WOT	whirlpool, eddy	äγir	äγir	ɛ ɣ i r	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1209	H	whirlpool, eddy	őrém	őrém	øː r eː m	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1210	OH	whirlpool, eddy	eürem	eürem	ɛ y r ɛ m	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1211	EAH	whirlpool, eddy	eγrim	eγrim	ɛ ɣ r i m	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1212	WOT	whirlpool, eddy	ägirim	ägirim	ɛ ɡ i r i m	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1213	H	whirlpool, eddy	őrém	őrém	øː r eː m	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1214	OH	whirlpool, eddy	eürem	eürem	ɛ y r ɛ m	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1215	EAH	whirlpool, eddy	eγrim	eγrim	ɛ ɣ r i m	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1216	WOT	whirlpool, eddy	ägrim	ägrim	ɛ ɡ r i m	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1217	H	whirlpool, eddy	örmény	örmény	ø r m eː ɲ	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1218	EAH	whirlpool, eddy	örmen	örmen	ø r m ɛ n	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1219	WOT	whirlpool, eddy	äγirmän	äγirmän	ɛ ɣ i r m ɛ n	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1220	H	whirlpool, eddy	örmény	örmény	ø r m eː ɲ	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1221	EAH	whirlpool, eddy	örmen	örmen	ø r m ɛ n	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1222	WOT	whirlpool, eddy	ägir	ägir	ɛ ɡ i r	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1223	H	whirlpool, eddy	örmény	örmény	ø r m eː ɲ	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1224	EAH	whirlpool, eddy	örmen	örmen	ø r m ɛ n	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
1225	WOT	whirlpool, eddy	ägir	ägir	ɛ ɡ i r	For the forms with an 'm' ('örmény') see headword ÖRMÉNY³
953	H	wild/meadow saffron, Colchicum autumnale; lions tooth, Taraxacum	kikerics	kikerics	k i k ɛ r i t͡ʃ	
954	EAH	wild/meadow saffron, Colchicum autumnale; lions tooth, Taraxacum	kükerilč	kükerilč	k y k ɛ r i l t͡ʃ	
955	WOT	wild/meadow saffron, Colchicum autumnale; lions tooth, Taraxacum	kökärilč	kökärilč	k ø k ɛ r i l t͡ʃ	
1400	H	wind	szél	szél	s eː l	
1401	EAH	wind	sēl	sēl	s eː l	
1402	WOT	wind	śēl	śēl	s eː l	
209	H	wine	bor	bor	b o r	
210	EAH	wine	bor	bor	b o r	
211	WOT	wine	bor	bor	b o r	
1389	H	wing	szárny	szárny	s aː r ɲ	
1390	EAH	wing	śārn	śārn	s aː r n	
1391	WOT	wing	čaγrïn	čaγrïn	t͡ʃ a ɣ r ɯ n	
277	H	wise	bölcs	bölcs	b ø l t͡ʃ	
278	OH	wise	bȫč	bȫč	b øː t͡ʃ	
279	EAH	wise	büγüči	büγüči	b y ɣ y t͡ʃ i	
280	WOT	wise	büγüči	büγüči	b y ɣ y t͡ʃ i	
232	H	witch, sorceress	boszorkány	boszorkány	b o s o r k aː ɲ	
233	EAH	witch, sorceress	basarkan	basarkan	b a s a r k a n	
234	WOT	witch, sorceress	basarkan	basarkan	b a s a r k a n	
1492	H	witness	tanú	tanú	t ɒ n uː	
1493	EAH	witness	tanu	tanu	t a n u	
1494	WOT	witness	tanuγ	tanuγ	t a n u ɣ	
619	H	wool	gyapjú	gyapjú	ɟ ɒ p j uː	
620	OH	wool	ǰapyu	ǰapyu	d͡ʒʲ a p j u	
621	EAH	wool	ǰapγu	ǰapγu	d͡ʒʲ a p ɣ u	
